,Name,Active,Summary
532,Tommy Lynn Sells,   Active for 20 years   (1980-1999) in United States," Tommy Lynn Sells an American serial killer and drifter known as The Cross Country Killer. Sells was active throughout the United States killing children and multiple victims after breaking into their homes. He was arrested when a ten-year-old girl survived his attack and provided his description to the authorities. In 2000, Sells pleaded guilty and was convicted of the capital murder of Kaylene Harris and attempted murder of Krystal Surles. In 2003, Sells was indicted for the 1997 Missouri murder of Stephanie Mahane and pleaded guilty to strangling to death nine-year-old Mary Bea Perez, for which he received a life sentence. In 2014, Tommy Lynn Sells was executed by lethal injection in Texas. "
533,Abdullah Shah,   Active for 13 years   (1990-2002) in Afghanistan," Abdullah Shah an Afghan serial killer and rapist known as Zardads dog. Shah killed travelers on the road from Kabul to Jalalabad serving under Zardad Khan, a former Afghan warlord. Shah and Zardad Khan served in the Hezb-i Islami faction of Hekmatyar, although Shah later joined the faction of Abdur Rab Rasoul Sayaf. In 2002, Shah was sentenced to death by a primary court for a series of at least twenty murders, including one of his wives. In 2004, Abdullah Shahwas was executed by a gunshot to the back of the head at the Pul-e-Charkhi prison in Kabul, Afghanistan. Amnesty International protested against the execution claiming Afghanistan avoided basic standards of fairness. "
534,Ryan Sharpe,   Active for 1 year   (2017) in United States, Ryan Sharpe an supected American serial killer who is accused of killing three men and injuring another in a string of shootings. All four shooting victims were middle-aged or older white men who were shot at their homes or on their property. A grand jury still has to meet to hear the case of East Baton Rouge murder victim. 
535,Arthur Shawcross,   Active for 18 years   (1972-1989) in United States, Arthur Shawcross (Arthur John Shawcross) an American serial killer known as the Genesee River Killer and the Genesee River Strangler. He was arrested in 1972 for the rape and murder of two children. The charges were pled down to one count of manslaughter and he was released on parole in 1987. Shawcross killed most of his victims from 1988 to 1989 after his parole. He would rape strangle and beat mostly prostitute victims prior to killing them. Shawcross once claimed to have eaten the vulvas of three victims and the genitals of another. He was also known as The Rochester Strangler and the Monster of the Rivers. 
536,Lydia Sherman,   Active for 9 years   (1863-1871) in United States," Lydia Sherman (born Lydia Danbury) an American serial killer known as The Derby Poisoner. Sherman poisoned three of her husbands and eight children in her care, six of which were her own and two step-children. Sherman married Edward Struck, Dennis Hurlburt, and Horatio N. Sherman, all three died from poisoning, Horatio was by accident while trying to poison his children. She had at least seven children with Edward Struck and at least two step-children with Horatio N. Sherman. Sherman was convicted of second-degree murder in 1872. She escaped from Wethersfield State Prison in 1877, recaptured the next day. In 1878, Lydia Sherman died at Wethersfield State Prison from complications with cancer. "
537,Harold Shipman,   Active for 28 years   (1971-1998) in United Kingdom," Harold Shipman (Harold Frederick Shipman) an English general practitioner and serial killer known as Dr. Death and the Angel of Death. In 2000, Shipman was found guilty of fifteen murders of patients under his care. His estimated total victim count is two hundred and fifty. Shipman was sentenced to life imprisonment with the recommendation that he never be released. He became friends with fellow serial killer Peter Moore while they were both serving time at Wakefield Prison. In 2004, Harold Shipman committed suicide one day prior to his 58th birthday, by hanging himself in his cell at Wakefield Prison. "
538,Takahiro Shiraishi,   Active for 1 year   (2017) in Japan," Takahiro Shiraishi a suspected Japanese serial killer who confessed to killing one person in August, four in September and four in October of 2017. Eight of the nine victims were women, mainly in their late teens to early 20s. Police found seven boxes of body parts, including nine human heads and 240 other bones in Shiraishi's apartment in Zama city, Japan on October 30th 2017. "
539,Anthony Allen Shore,   Active for 10 years   (1986-1995) in United States," Anthony Allen Shore an American serial killer and pedophile rapist known as The Tourniquet Killer. Shore is responsible for the murders of one woman and four young girls. He was convicted of strangling a woman with an unusual ligature in 1992 and confessed to killing three girls including two with the same modus operandi. Shore was also convicted of molesting his two daughters Tiffany and Amber, as a result he was required to provide police with a DNA sample. Detectives pulled Carmen Del Estrada's case from the cold files and tested DNA evidence from underneath Carmen's fingernails. In 2003 the results came back a match to Shore's genetic profile. "
540,Robert Shulman,   Active for 6 years   (1991-1996) in United States, Robert Shulman Convicted of murdering five prostitutes between 1991 and 1996. 
541,Samuel Sidyno,   Active for 2 years   (1998-1999) in South Africa," Samuel Sidyno a South African serial killer known as the Capital Hill Serial Killer and the Capital Park serial killer. Sidyno murdered seven people in Pretoria from 1998-1999. Sidyno killed and disposed of his victims in the Capital Park hills of Pretoria, a deserted area near the Pretoria Zoo. Sidyno was sentenced to seven life terms in prison in 2000. "
542,Daniel Lee Siebert,   Active for 8 years   (1979-1986) in United States," Daniel Lee Siebert an American serial killer and rapist known for commiting at least one of the Southside Slayer murders. Siebert killed ten victims between 1979 and 1986 including two children and a Southside Slayer victim. In 1986, Siebert was apprehended in Hurricane Mills, Tennessee after authorities traced a phone call he made from a phone booth near a restaurant where he was working. Siebert committed at least one of the Southside Slayer murders, and Michael Hughes, Chester Turner, Louis Craine, Lonnie David Franklin and Ivan Hill committed at least one each. In 2008, Daniel Lee Siebert died from complications from cancer at the Holman Correctional Facility in Escambia County, Alabama. "
543,Julio Pérez Silva,   Active for 4 years   (1998-2001) in Chile," Julio Pérez Silva Known as The Psychopath from Alto Hospicio; killed 14 women. Sentenced to life imprisonment on February 26, 2004. "
544,Robert Joseph Silveria,   Active for 16 years   (1981-1996) in United States," Robert Joseph Silveria (Robert Joseph Silveria, Jr.) an American serial killer known as The Boxcar Killer. Silveria was a hobo freight train rider convicted of beating to death fellow transients and confessed to dozens more. "
545,David Thabo Simelane,   Active for 1 year   (2000) in Swaziland, David Thabo Simelane a Swazi serial killer who was sentenced to death for the murder of twenty-eight women. David Thabo Simelane is suspected of murdering forty-five victims. 
546,Norman Afzal Simons,   Active for 9 years   (1986-1994) in South Africa," Norman Afzal Simons a South African serial killer rapist and primary school teacher known as the Station Strangler. Simons was convicted of only one of twenty-two cases of murder and sodomy of young children near Cape Town, South Africa. Simons victims were all young boys aged between 9 and 13 from the Cape Malays community. He was employed as a teacher at Alpine Primary School in Beacon Valley, Mitchell's Plain. He converted to Islam in 1993, taking on the name Avzal, but converted back to Christianity in 1994. Simons was considered intelligent and spoke seven different languages. "
547,Angus Sinclair,   Active for 18 years   (1961-1978) in United Kingdom," Angus Sinclair (Angus Robertson Sinclair) a Scottish serial killer known as the World's End Murderer. The World's End Murders refers to the murder of two teenage girls in 1977. Both victims were last seen alive leaving The World's End pub in Edinburgh's Old Town. Sinclair was convicted of the murders of four females and believed to have murdered a total of eight victims. In 1961, Sinclair murdered his eight-year-old neighbor in Glasgow when he was just sixteen-years-old. He was acquitted of the World's End Murders in 2007 under controversial circumstances. He was re-tried and convicted of both murders in 2014. Angus Sinclair was sentenced to life imprisonment with a minimum term of thirty-seven years. "
548,Moses Sithole,   Active for 2 years   (1994-1995) in South Africa," Moses Sithole a South African serial killer and rapist known as The ABC Killer, The South African Strangler and The Gauteng Killer. He is also known as South Africa's Ted Bundy. Sithole preyed on unemployed women, posing as a businessman and luring his victims with the prospects of a job, before leading them to an isolated place, where he raped tortured and murdered them. Atteridgeville is the same town serial killer Elias Xitavhudzi was active in. In 1997, Moses Sithole was sentenced to 2410 years imprisonment with a non-parole period of 930 years. "
549,Frankford Slasher,   Active for 6 years   (1985-1990) in United States," Frankford Slasher Allegedly responsible for nine murders in the Frankford neighborhood of Philadelphia, Pennsylvania; Leonard Christopher was convicted of one murder; another murder was committed in same style while he was incarcerated; believed to still be at large. "
550,San Mateo slasher,   Active for 1 year   (1976) in United States," San Mateo slasher Known as the ""Gypsy Hill killings""; five unsolved killings, of young women in San Mateo County, California during early 1976. In 2014, the FBI named Rodney Halbower as a person of interest in the Gypsy Hill killings; as of 2015, he has been charged with two of the murders based on DNA taken from cigarette butts saved from the scene of a 1976 killing. "
551,Anatoly Slivko,   Active for 25 years   (1961-1985) in Russia," Anatoly Slivko (Anatoly Yelemianovich Slivko) a Russian serial killer necrophile and rapist. He killed seven young boys in and around Nevinnomyssk, Russia between 1964 and 1985. Slivko was a member of the Young Pioneers (Soviet Boy Scouts), he gained the trust of forty-three young boys over almost three decades, asphyxiated them until they fell unconscious, ritually molested, filmed, photographed and resuscitated them. The seven boys that did not wake up were dismembered and burned. Slivko was interviewed for advice in the investigation of fellow serial killer Andrei Chikatilo's crimes, Chikatilo was unidentified at the time of the interview. In 1989, Anatoly Slivkowas executed by firing squad. "
552,Jozef Slovak,"   Active for 14 years   (1978-1991) in Slovakia, Czech Republic"," Jozef Slovak (Jozef Slovák) a Slovak serial killer known as The Bratislava Strangler and The Genius murderer. Slovák murdered at least five women in Slovakia and Czech Republic between 1978 and 1991. He killed his first victim in 1978, Slovák served eight years of his fifteen year sentence and he was released in 1990. He murdered at least four other women before being captured in 1991. In 1993, Jozef Slovák was sentenced to life imprisonment for the four murders and is currently serving his sentence at the Ilavská prison in Ilava, Slovakia. "
553,Lemuel Smith,   Active for 24 years   (1958-1981) in United States," Lemuel Smith Confessed to the murders of five people, including an on-duty female prison guard. Sentenced to death on June 10, 1983. Conmmuted to life in 1984. "
554,George Joseph Smith,   Active for 3 years   (1912-1914) in United Kingdom," George Joseph Smith Known as ""The Brides in the Bath Murders""; killer of three women. Executed by hanging on August 13, 1915. "
555,Charles Sobhraj,"   Active for 2 years   (1975-1976) in Thailand, Nepal, India, Malaysia, France, Afghanistan, Turkey, Greece"," Charles Sobhraj a French serial killer and con man known as The Bikini Killer and The Serpent. Sobhraj targeted Western tourists in vacation spots of South-east Asia, often with the help of female accomplices. He was imprisoned in India from 1976 to 1997. Charles Sobhraj has been serving a life sentence in Nepal since 2004. "
556,Arnold Sodeman,   Active for 6 years   (1930-1935) in Australia," Arnold Sodeman (Arnold Karl Sodeman) an Australian serial killer known as the Schoolgirl Strangler.Sodeman confessed to the murders of four young girls between 1930 and 1935. He preyed on girls between the ages of 8 and 12. He lured at least two of his victims by offering to buy them ice cream and offered another victim a ride on his bicycle. Sodeman would gag, bound and strangle the girls to death. He disposed of the bodies by dumping them at multiple locations in Victoria, Australia. Arnold Sodeman was executed at Pentridge Prison in 1936. "
557,Morris Solomon,   Active for 2 years   (1986-1987) in United States," Morris Solomon (Morris Solomon Jr.) an American serial killer and rapist known as the Homicidal Handyman of Oak Park. Solomon killed six young women between 1986 and 1987 in Sacramento, California. Solomon would bound, beat and rape his victims burying the body wrapped in bed sheets. He worked as a handyman in Sacramento, California. In 1987, Solomon was arrested after authorities found bodies buried at a residence associated with Solomon. He lived in his abandoned car which was parked on a lot at the residence. In 1992, Solomon was sentenced to death for six of the murders. He was the 342nd person to receive the death sentence in California. Morris Solomon is currently on death row at the San Quentin Prison in San Quentin, California. "
558,Erno Soto,   Active for 2 years   (1972-1973) in United States," Erno Soto a suspected American serial killer known as Charlie Chop-Off. Soto is suspected of killing three black children and one Puerto Rican child in Manhattan between 1972 and 1973. He was known to stab young boys and cut off their genitals in attempt to transform them into girls. In 1974, Erno Soto was arrested by the police after a failed abduction. He confessed to a 1973 murder but due to his acute mental instability he did not stand trial. Erno Soto was committed to a mental institution for the criminally insane in 1974. "
559,Lyda Southard,   Active for 6 years   (1915-1920) in United States," Lyda Southard (Lyda Anna Mae Trueblood) an American serial killer who poisoned her 4 husbands, a brother-in-law, and her daughter by using arsenic poisoning derived from flypaper. Southard died of a heart attack on February 5, 1958 in Salt Lake City, Utah. "
560,Anthony Sowell,   Active for 3 years   (2007-2009) in United States," Anthony Sowell (Anthony Edward Sowell) an American serial killer kidnapper, rapist and necrophile known as The Cleveland Strangler. He was arrested after the bodies of eleven women were discovered at his residence in 2009. Sowell was convicted of killing eleven women between 2007 and 2009. He was sentenced to death in 2011. In 2018, The City of Cleveland agreed to pay one million dollars to the families of six victims after a botched police investigation into a 2008 rape accusation which allowed Sowell to walk out of jail with no charges. He was suspected in another series of murders in the 1980s, but has not been charged. Sowell resides on death row at Chillicothe Correctional Institution. "
561,Timothy Wilson Spencer,   Active for 4 years   (1984-1987) in United States," Timothy Wilson Spencer an American serial killer and burglar known as The Southside Strangler, The Southside Slayer and The Southside rapist . Spencer raped and murdered four women in Virginia from 1987 to 1988, with one murder in 1984. Spencer was the first person in the United States to be convicted of a capital crime through DNA testing. David Vasquez who was wrongfully convicted of Spencer's 1984 victim, became the first to be exonerated following conviction through DNA testing. In 1994, Timothy Wilson Spencer was executed in the electric chair at Greensville Correctional Center in Jarratt, Virginia. "
562,Alexander Spesivtsev,   Active for 6 years   (1991-1996) in Russia," Alexander Spesivtsev a Russian serial killer also known as The Novokuznetsk Monster, The Siberian Ripper and The cannibal of Siberia. Spesivtsev admitted to 19 murders, but 82 bloody sets of clothes were found in his home, along with jewels and photographs of possibly unidentified victims. Found insane and interned in a mental hospital. His mother was sentenced to 16 years in prison for luring Spesivtsev's victims to their home. As of 2018, Spesivtsev continues treatment at the Volgograd psychiatric hospital with intensive supervision. "
563,Jack Spillman,   Active for 2 years   (1994-1995) in United States," Jack Spillman (Jack Owen Spillman III) an American serial killer and necrophile known as The Werewolf Butcher. Spillman killed two girls and the mother of one of them in Washington State in 1994 and 1995. His rap sheet includes impending charges on rape in King County and burglary in Spokane County. According to court documents, ""Spillman would declare to Miller (his cellmate) that he wanted to be the world’s greatest serial killer."" Spillman pleaded guilty to first-degree murder in the April 1995 deaths of Rita and Mandy Huffman. Spillman also pleaded guilty to the 1994 slaying of Penny Davis of Tonasket. In 1996, Jack Spillman was sentenced to life in prison without possibility of parole. "
564,Gerald Stano,   Active for 12 years   (1969-1980) in United States," Gerald Stano an American convicted serial killer. Born Paul Zeininger. Stano killed at least 22 women; he confessed to killing 41. Stano was executed by electric chair on March 23, 1998 in Florida State Prison. "
565,Cary Stayner,   Active for 1 year   (1999) in United States," Cary Stayner an American serial killer known as The Yosemite Killer. Stayner killed four women in Yosemite, California in 1999. Stayner decapitated the body of his fourth victim. His brother, Steven Stayner was a kidnapping victim of sex offender Kenneth Parnell. Stayner was frequent at Laguna Del Sol, a nudist colony in Sacramento County. He was arrested at Laguna Del Sol in 1999 after witnesses identified his vehicle to authorities. In 2002, Stayner was convicted of four counts of first degree murder. Cary Stayner is currently awaiting execution on death row at San Quentin Penitentiary in San Quentin, California. "
566,Miroslav Stehlik,   Active for 1 year   (1983) in Czech Republic," Miroslav Stehlik (Miroslav Stehlík) a Czech serial killer known as Stehno (Thigh). In 1983, Stehlik raped fourteen women in Prague during the period of eleven months, with two victims killed. He committed an attempted rape at age fifteen and was sentenced to two years in prison. At eighteen he was sentenced to seven years in prison. He was released in 1982 and placed in institutional sexological treatment. Stehlík committed his first murder while still in treatment, committing his second less than thirteen hours after his release. Stehno (Thigh) was his nickname in prison. In 1984, Stehlik was sentenced to death for two murders, twelve rapes and other crimes. In 1986, Miroslav Stehlik was executed by hanging at the Pankrác prison in Prague. "
567,Paul Michael Stephani,   Active for 3 years   (1980-1982) in United States," Paul Michael Stephani an American serial killer known as The Weepy-Voiced Killer due to a calls he made to police, anonymously admitting to murder. He killed three women in the cities of Saint Paul and Minneapolis, Minnesota. In one phone call Stephani reportedly said: ""God damn, will you find me? I just stabbed somebody with an ice pick. I can’t stop myself. I keep killing somebody."" Stephani’s confession in prison almost twenty years after the first slaying allowed police to officially link the slayings and the phone calls. Stephani was convicted on two counts of attempted murder and three counts of murder. Paul Michael Stephani died in prison in 1998 from skin cancer. "
568,John Straffen,   Active for 2 years   (1951-1952) in United Kingdom," John Straffen (John Thomas Straffen) an English serial killer who killed two young girls in the summer of 1951. Straffen killed his third victim after escaping from the mental hospital where he was being held for the first two murders. Straffen's sentence was commuted to life imprisonment at Frankland Prison in County Durham, England. John Straffen died at Frankland Prison in 2007 at the age of seventy-seven. He had been in prison for a British record of fifty-five years and is currently the longest-serving prisoner in British legal history. Straffen taking the record from fellow serial killer Ian Brady. "
569,Jiri Straka,   Active for 1 year   (1985) in Czech Republic," Jiri Straka (Jirí Straka) a Czech serial killer known as the Spartakiad killer. In 1985, Straka attacked eleven women in Prague. He was convicted of three murders, two murder attempts, five rapes, three robberies and five thefts. Due to his age, sixteen-years-old, he could not be sentenced to more than ten years in prison. In 1994, Straka's punishment was shortened by a presidential amnesty. In 2004, Jirí Straka was release from prison, he now lives under a different identity. "
570,Cincinnati Strangler,   Active for 2 years   (1965-1966) in United States," Cincinnati Strangler raped and strangled seven mostly elderly women in Cincinnati, Ohio between 1965 and 1966. Posteal Laskey was suspect who was convicted of one murder and died in prison on May 29, 2007. "
571,Honolulu Strangler,   Active for 2 years   (1985-1986) in United States, Honolulu Strangler raped and strangled five young women in Hawaii in 1985 and 1986. 
572,The Eastbound Strangler,   Active for 1 year   (2006) in United States," The Eastbound Strangler unidentified serial killer known as The Eastbound Strangler. In 2006, the bodies of four women were found in a shallow drainage ditch behind the Golden Key Motel in East Egg, New Jersey. All of the women were know to be prostitutes, exotic dancers, drug users, or all of the above. The case remains unsolved, and police have yet to report any substantial leads. "
573,The Honolulu Strangler,   Active for 2 years   (1985-1986) in United States," The Honolulu Strangler The Honolulu Strangler, also known as the Honolulu rapist , was Hawaii's first known serial killer and responsible for the death of five women in Honolulu between 1985 and 1986. The killer has not been caught. "
574,Jack the Stripper,   Active for 2 years   (1964-1965) in United Kingdom, Jack the Stripper Murdered at least six prostitutes in London and may have been responsible for the deaths of two others before that. Remains unidentified. 
575,Roberto Succo,"   Active for 8 years   (1981-1988) in Italy, France"," Roberto Succo an Italian serial killer known as The Killer with the Eyes of Ice, The Monster of Mestre, The Full Moon Assassin and The Cherubino Nero. In 1986, Succo escaped the mental hospital where he was recluded in for murdering his parents five years earlier and began a crime spree in Europe that included burglary, hijacking, kidnapping, rape and murder and earned him the Public Enemy Number One spot in Italy, France and Switzerland. Succo changed his name to Roberto Kurt using fake documents in order to evade police. In 1988, Roberto Succo committed suicide by suffocating himself with a plastic bag in his prison cell after failing to escape a second time. "
576,William Suff,   Active for 7 years   (1986-1992) in United States," William Suff (William Lester Suff) (born Bill Lee Suff) an American serial killer known as the Riverside Prostitute Killer and the Lake Elsinore Killer. Suff was convicted of murdering his first daughter in 1974, he abused and violently shook his infant daughter to death. Once released, he worked as a warehouse clerk for Riverside County and had close involvement with the police department. He would rape stab, strangle and sometimes mutilate his victims. William Suff killed twelve or more prostitutes in Riverside County, California between 1989 and 1991. He was convicted of twelve murders in 1995 and sentence to death. "
577,Aleksey Sukletin,   Active for 7 years   (1979-1985) in Russia," Aleksey Sukletin (Aleksey Vasilevich Sukletin) a Soviet serial killer known as The Alligator and The Vassilyevo Cannibal. Sukletin killed and cannibalized at least seven girls and women in Tatarstan from 1979 to 1985. He had a female accomplice during his crimes, Madina Nurgazizovnaya Shakirova, a native of Vasilyevo. Shakirova was sentenced to fifteen years imprisonment, she was released in 2001. In 1986, the Supreme Court of Tartarstan found Sukletin guilty of seven murders, and he was sentenced to death. In 1987, Aleksey Sukletin was executed by firing squad. "
578,Ahmad Suradji,   Active for 12 years   (1986-1997) in Indonesia," Ahmad Suradji an Indonesian serial killer known as The Sorcerer, Nasib Kelewang, Datuk Maringgi and Dukun AS. Suradji was convicted of strangling at least forty-two women and girls in a series of ritual slayings he believed would give him magical powers. In order to achieve even more magical power he drank the victims saliva, having to reach a total of seventy victims, before ascending into a Dukan, as foretold by his dead father in a dream. Some victims were even charged money in exchange for a magic ritual to be performed, instead Suradji would bury the victim up to their waist in a cornfield and strangle them with a cable. Once dead Suradji would dig up the victim to undress and rebury the victim naked. Ahmad Suradji was executed by firing squad in 2008. "
579,Peter Sutcliffe,   Active for 6 years   (1975-1980) in United Kingdom," Peter Sutcliffe Sutcliffe killed 13 women between October 30, 1975, and November 17, 1980. Most victims were killed by a combination of bludgeoning and stabbing, and all but two were killed in the county of Yorkshire. Owing to the modus operandi and location of the murders, Sutcliffe became known as the ""Yorkshire Ripper"". "
580,Maria Swanenburg,   Active for 4 years   (1880-1883) in Netherlands," Maria Swanenburg (Maria Catherina Swanenburg) a Dutch serial killer known as Goeie Mie and Goede Mie (Good Mie). Swanenburg poisoned at least a hundred people with arsenic, of whom twenty-seven died between 1880 and 1883 in Leiden, Netherlands. She was suspected of killing more than ninety people. She was found guilty of murder of her last three victims and sentenced to life in prison. Maria Catherina Swanenburg died in prison in 1915. "
581,James Swann,   Active for 1 year   (1993) in United States," James Swann an American serial killer known as The Shotgun Stalker. Swann killed four victims and injured five during random drive-by shotgun shootings in Washington, D.C. in 1993. Swann would slow his car down next to a pedestrian and fire a 20-gauge shotgun at the victims before driving away. James Swann was found not guilty by reason of insanity and confined to Saint Elizabeths Hospital in Washington, D.C.. "
582,Joseph Taborsky,   Active for 8 years   (1950-1957) in United States," Joseph Taborsky Joseph ""Mad Dog"" Taborsky was sentenced to death after brutal robberies and murders in Connecticut during the 1950s. "
583,Thozamile Taki,   Active for 1 year   (2007) in South Africa," Thozamile Taki a South African serial killer known as the Sugarcane killer. Taki killed thirteen women aged 18 to 25, dumping their bodies in agricultural plantations. On January 19th 2011, Taki was sentenced to thirteen life sentences plus 208 years for the murders, sixteen years for each of his victims of armed robbery. In 2010, Taki attempted escaped by sawing through a steel door and the grill gates, he fell from the roof of his cell on the fourth floor and was seriously injured. Taki was recaptured by March 7th 2010. Thozamile Taki was convicted on all charges on December 23rd 2010. "
584,Vlado Taneski,   Active for 4 years   (2005-2008) in North Macedonia," Vlado Taneski a Macedonian serial killer and crime journalist known as The Kicevo Monster. He killed at least three victims between 2005 and 2008. Taneski would strangle bound, torture and rape his victims before murdering them. Taneski came under suspicion when his articles on the rape and murder of three elderly women included information that had not been disclosed by the police. All the victims were poor, uneducated cleaners and knew Taneski's mother. Taneski killed himself in prison before he could be interrogated for the murder of a fourth woman. "
585,Vasile Tcaciuc,   Active for 19 years   (1917-1935) in Romania," Vasile Tcaciuc a Romanian serial killer known as The Butcher of Iasi and The Basarabian. Tcaciuc lured victims and then murdered them with an axe. He was arrested after a dog revealed six bodies buried at a small depth on September 7th 1935. Tcacius had a previous record of robberies. He confessed to 6 murders. In five years, the Bessarabian had killed no fewer than 26 people, including a child. Tcaciuc had ordered a special ax, designed to not slip out of his hand. During the reconstruction of one of the crimes, Vasile Tcaciuc tried to escape by fleeing, he was killed by several revolver shots. "
586,Alexander Tchayka,   Active for 1 year   (1994) in Russia, Alexander Tchayka All the victims were women wearing fur coats and were stabbed multiple times (21 in one case). 
587,Gustavo Romero Tercero,   Active for 6 years   (1993-1998) in Spain," Gustavo Romero Tercero a Spanish serial killer and rapists known as El Asesino de Valdepeñas and The Valdepeñas Killer. Tercero was an armed robber that killed a couple after the woman recognized him in 1993. He murdered another woman in 1998 after accidentally hitting her with his car, fearing that a possible investigation would link him to the other crimes. A psychiatric evaluation found that Romero had antisocial personality disorder, but could otherwise understand the nature and consequences of his actions. Tercero confessed to the murderes after DNA tied him to one of the victims. In 2005, Gustavo Romero Tercero was sentenced to 103 years in prison. "
588,John Floyd Thomas,   Active for 53 years   (1957-2009) in United States," John Floyd Thomas an American serial killer and rapist known as the Westside rapist and The Southland Strangler. Thomas has one of the longest criminal careers in the US. The first wave of killings claimed the lives of seventeen women ranging in age from the 50s to the 90s. The murders stopped in 1978 - the same year a witness copied down Mr Thomas's car licence number after he raped a woman in Pasadena and was sent to jail. The second wave began after his release in 1983. Five more elderly white women were raped and strangled in the Claremont area. In 2011, John Floyd Thomas was sentenced to life imprisonment without the possibility of parole. "
589,Sipho Agmatir Thwala,   Active for 2 years   (1996-1997) in South Africa," Sipho Agmatir Thwala (Sipho Mandla Agmatir Thwala) a South African rapist and serial killer known as the Phoenix Strangler. Thwala was convicted for ten rapes and the murders of sixteen women. Thwala's nickname came from the area in which he committed his crimes, Phoenix, an Indian township in South Africa. Thwala offered victims employment and was described as charming, he spoke English, Afrikaans and Zulu. Thwala would lure women into sugarcane fields near Phoenix where he would bind, beat and rape them prior to strangling them with their own undergarments. He also set fire to the field and the body the victim in hopes of destroying evidence. "
590,Marybeth Tinning,   Active for 12 years   (1972-1983) in United States," Marybeth Tinning an American serial killer that suffocated eight of her nine children with pillows during the 1970s. One daughter died of natural causes shortly after birth, the first of the Tinning children to die. Nine Tinning children died under Marybeth's care over fourteen years. Adopted sixth child, died in 1981 authorities did not open an investigation on his death. She was granted parole on July 16th 2018. Marybeth Tinning, (Age 75), was released from Taconic Correctional Facility in Bedford Hills, NY, on Tuesday August 12th 2018. She is now on parole and living in Schenectady County, New York, United States. "
591,Serhiy Tkach,"   Active for 22 years   (1984-2005) in Russia, Ukraine"," Serhiy Tkach (Serhiy Fedorovich Tkach) a Soviet-Russian serial killer known as the Pologovsky Maniac. Tkach was a former Ukrainian police criminal investigator turned serial killer. He suffocated girls aged between 8 and 18 years of age. He performed sexual acts on their bodies after they were dead. He claimed to have killed one hundred victims. Tkach confessed to numerous crimes but refused to apologize for any of them, he demanded the death penalty. Tkach was sentenced to life imprisonment for the murder of thirty-seven women and girls over more than two decades. The death penalty in Ukraine was abolished in 2000. Serhiy Tkach died from a heart attack in 2018 while still in prison. "
592,Peter Tobin,   Active for 16 years   (1991-2006) in United Kingdom," Peter Tobin a Scottish rapist and serial killer known to have killed at least three young women between 1991 and 2006. Also a suspect in the Bible John murders, committed in Glasgow during the late 1960s. His three proven victims have the same hair color as the Bible John's sacrifices, and they were all strangled the same way, except for Angelika Kluk. In 2012, Tobin was hospitalized after suffering a suspected heart attack. In 2015, Peter Tobin was left severely injured and permanently disfigured by a fellow inmate when he was attacked with a razor blade. In 2016, Tobin was hospitalized after he suffered a suspected stroke. In 2019, Peter Tobin is reported to be suffering from cancer and too frail to leave his cell most days. "
593,Ottis Toole,   Active for 23 years   (1961-1983) in United States, Ottis Toole Ottis Elwood Toole an American serial killer cannibal who was convicted of six counts of murder. Toole confessed to killing more than a hundred people (108 Total) with his partner Henry Lee Lucas. 
594,Jane Toppan,   Active for 7 years   (1895-1901) in United States," Jane Toppan born Honora Kelley, an American serial killer nicknamed Jolly Jane. On October 29, 1901, she was arrested for murder. By 1902, she had confessed to 31 murders. On June 23, in the Barnstable County Courthouse, she was found not guilty by reason of insanity and committed for life in the Taunton Insane Hospital. Died on August 17, 1938 "
595,Maury Travis,   Active for 3 years   (2000-2002) in United States," Maury Travis (Maury Troy Travis) a suspected American serial killer known as The Video Strangler. He killed prostitutes in the St. Louis area from 2000 to 2002. Travis was caught when he mailed an Expedia.com map printout to a St. Louis newspaper, police traced the printout to Travis' home computer. He claimed to have murdered seventeen women in a letter sent with the map. Investigators discovered a chamber at his residence which included instruments of torture and videotapes of Travis committing some of his crimes. Maury Travis committed suicide in his jail cell, after being arrested for murder on June 7th 2002. "
596,Metod Trobec,   Active for 3 years   (1976-1978) in Slovenia," Metod Trobec a Slovene serial killer and rapist known as The Monster of Gorejne Vasi. He murdered five women between 1976 and 1978 in Slovenia. In 1974, Trobec was sentenced to thirteen months in a prison in Slovenia. Trobec would rape murder and cremate his victims. He was known to strangle at least one of his victims and multiple victims had their corpses cremated in a wood oven. Trobec was sentenced to death which was later commuted to twenty years in prison. While in prison, Trobec attempted to murder two other inmates adding fifteen years to his sentence. He spent twenty-seven years in prison. In 2006, Metod Trobec committed suicide in his cell at Dob pri Mirni Prison in Slovenia. "
597,Chester Turner,   Active for 12 years   (1987-1998) in United States," Chester Turner (Chester Dewayne Turner) an American serial killer known as the Southside Slayer. Turner was convicted of killing fifteen victims in Los Angeles, California in the 1980s and 1990s. Chester Turner committed at least one of the Southside Slayer murders, and Michael Hughes, Daniel Lee Siebert, Louis Craine, Lonnie David Franklin and Ivan Hill committed at least one each. Chester Turner was sentenced to death and is serving on death row at San Quentin State Prison with an admission date of October 1, 2002. "
598,Monster of Udine,   Active for 10 years   (1980-1989) in Italy," Monster of Udine an unidentified serial killer who killed at least four victims in the Province of Udine, Italy between the years of 1971 and 1991. The victims were found with a gaping incision in their abdomen close to that of a Cesarean. All the killings occurred on rainy weekend nights. "
